#                                                                         --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                  accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#          ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
tr|A0AAQ5BH52|A0AAQ5BH52_HUMAN -          RB_A                 PF01858.23     7e-67  228.2   0.7     7e-67  228.2   0.7   2.5   3   0   0   3   3   2   1 Retinoblastoma-associated protein OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=1
tr|A0AAQ5BH24|A0AAQ5BH24_HUMAN -          RB_A                 PF01858.23   7.3e-67  228.2   0.7   7.3e-67  228.2   0.7   2.6   3   0   0   3   3   2   1 Retinoblastoma-associated protein OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=1
tr|A0AAQ5BH01|A0AAQ5BH01_HUMAN -          RB_A                 PF01858.23   7.6e-67  228.1   0.7   7.6e-67  228.1   0.7   2.0   2   0   0   2   2   1   1 RB transcriptional corepressor 1 OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=1
tr|A0ACI8U643|A0ACI8U643_HUMAN -          RB_A                 PF01858.23     8e-67  228.0   0.7     8e-67  228.0   0.7   2.6   3   0   0   3   3   2   1 RB transcriptional corepressor 1 OS=Homo sapiens OX=9606 GN=RB1 PE=4 SV=1
tr|A0A3B3IS71|A0A3B3IS71_HUMAN -          RB_A                 PF01858.23     8e-67  228.0   0.7     8e-67  228.0   0.7   2.5   3   0   0   3   3   2   1 Retinoblastoma-associated protein OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=1
tr|A0ACI8RJG1|A0ACI8RJG1_HUMAN -          RB_A                 PF01858.23     8e-67  228.0   0.7     8e-67  228.0   0.7   2.6   3   0   0   3   3   2   1 RB transcriptional corepressor 1 OS=Homo sapiens OX=9606 GN=RB1 PE=4 SV=1
sp|P06400|RB_HUMAN             -          RB_A                 PF01858.23   8.1e-67  228.0   0.7   8.1e-67  228.0   0.7   2.6   3   0   0   3   3   2   1 Retinoblastoma-associated protein OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=2
tr|Q59HH0|Q59HH0_HUMAN         -          RB_A                 PF01858.23   8.5e-67  227.9   0.7   8.5e-67  227.9   0.7   2.5   3   0   0   3   3   2   1 Retinoblastoma-associated protein (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1
tr|A0ACI8T8P3|A0ACI8T8P3_HUMAN -          RB_A                 PF01858.23   8.7e-67  227.9   0.7   8.7e-67  227.9   0.7   2.6   3   0   0   3   3   2   1 RB transcriptional corepressor 1 OS=Homo sapiens OX=9606 GN=RB1 PE=4 SV=1
tr|B4DTN0|B4DTN0_HUMAN         -          RB_A                 PF01858.23   1.3e-65  224.0   0.3   1.3e-65  224.0   0.3   2.6   3   0   0   3   3   2   1 Retinoblastoma-associated protein OS=Homo sapiens OX=9606 PE=2 SV=1
tr|A0ACI8PG32|A0ACI8PG32_HUMAN -          RB_A                 PF01858.23   8.4e-51  175.8  10.1   5.4e-47  163.3   1.4   3.6   3   1   1   4   4   3   2 RB transcriptional corepressor 1 OS=Homo sapiens OX=9606 GN=RB1 PE=4 SV=1
tr|A0ACI8QIH6|A0ACI8QIH6_HUMAN -          RB_A                 PF01858.23   3.4e-46  160.7   5.3   1.2e-25   93.7   0.2   3.9   2   1   1   3   3   3   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8UJK1|A0ACI8UJK1_HUMAN -          RB_A                 PF01858.23   3.3e-28  102.0   0.8   5.2e-26   94.9   0.2   2.9   3   0   0   3   3   2   1 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0A2R8Y743|A0A2R8Y743_HUMAN -          RB_A                 PF01858.23   1.4e-22   83.7   0.6   1.8e-22   83.3   0.1   1.4   2   0   0   2   2   1   1 RB transcriptional corepressor 1 (Fragment) OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=1
tr|A0A0X9QC09|A0A0X9QC09_HUMAN -          RB_A                 PF01858.23   4.3e-17   65.8   0.9   4.5e-17   65.7   0.9   1.0   1   0   0   1   1   1   1 Retinoblastoma 1 (Fragment) OS=Homo sapiens OX=9606 GN=RB1 PE=4 SV=1
tr|A0ACI8QJ14|A0ACI8QJ14_HUMAN -          RB_B                 PF01857.26   1.8e-63  215.9   0.7   1.1e-59  203.6   0.1   2.6   2   0   0   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8TZ23|A0ACI8TZ23_HUMAN -          RB_B                 PF01857.26   1.9e-63  215.8   0.1   1.1e-59  203.6   0.1   2.6   2   0   0   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8UJJ9|A0ACI8UJJ9_HUMAN -          RB_B                 PF01857.26   2.1e-63  215.6   0.2   1.1e-59  203.6   0.1   2.6   2   0   0   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8S704|A0ACI8S704_HUMAN -          RB_B                 PF01857.26   3.4e-63  215.0   0.4     1e-59  203.7   0.1   2.9   2   0   0   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8UJK1|A0ACI8UJK1_HUMAN -          RB_B                 PF01857.26   3.5e-63  214.9   0.4     1e-59  203.7   0.1   2.8   2   0   0   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8UN00|A0ACI8UN00_HUMAN -          RB_B                 PF01857.26   3.9e-63  214.8   0.4   1.1e-59  203.6   0.1   2.9   2   0   0   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8QKB9|A0ACI8QKB9_HUMAN -          RB_B                 PF01857.26     4e-63  214.7   0.4   1.1e-59  203.6   0.1   2.8   2   0   0   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8QIH6|A0ACI8QIH6_HUMAN -          RB_B                 PF01857.26   4.1e-63  214.7   0.4   1.1e-59  203.6   0.1   2.8   2   0   0   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8R8K1|A0ACI8R8K1_HUMAN -          RB_B                 PF01857.26   4.5e-63  214.6   0.4   1.2e-59  203.5   0.1   2.8   2   0   0   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
sp|Q08999|RBL2_HUMAN           -          RB_B                 PF01857.26   4.5e-63  214.6   0.4   1.2e-59  203.5   0.1   2.8   2   0   0   2   2   2   2 Retinoblastoma-like protein 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=1 SV=3
tr|A0ACI8SB16|A0ACI8SB16_HUMAN -          RB_B                 PF01857.26   6.1e-63  214.1   0.3   1.6e-59  203.0   0.1   2.8   2   0   0   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8QLQ6|A0ACI8QLQ6_HUMAN -          RB_B                 PF01857.26   2.2e-62  212.3   5.3   1.5e-59  203.2   3.0   2.8   2   0   0   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8UJK9|A0ACI8UJK9_HUMAN -          RB_B                 PF01857.26   1.8e-61  209.4   0.2   1.1e-59  203.6   0.1   2.8   2   0   0   2   2   2   1 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
sp|P28749|RBL1_HUMAN           -          RB_B                 PF01857.26   5.2e-57  194.9   0.4   9.1e-56  190.9   0.6   2.7   2   0   0   2   2   2   1 Retinoblastoma-like protein 1 OS=Homo sapiens OX=9606 GN=RBL1 PE=1 SV=3
tr|A0ACI8TFY4|A0ACI8TFY4_HUMAN -          RB_B                 PF01857.26   9.7e-57  194.0   1.5   8.4e-56  191.0   0.6   2.7   2   1   0   2   2   2   1 RB transcriptional corepressor like 1 OS=Homo sapiens OX=9606 GN=RBL1 PE=4 SV=1
tr|A0ACI8TFW9|A0ACI8TFW9_HUMAN -          RB_B                 PF01857.26   2.1e-56  193.0   3.2   6.6e-56  191.3   0.6   2.7   3   1   0   3   3   2   1 RB transcriptional corepressor like 1 OS=Homo sapiens OX=9606 GN=RBL1 PE=4 SV=1
tr|A0ACI8QII3|A0ACI8QII3_HUMAN -          RB_B                 PF01857.26   4.1e-42  146.6   7.9     2e-38  134.7   5.5   3.7   2   1   0   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8UJK7|A0ACI8UJK7_HUMAN -          RB_B                 PF01857.26   2.7e-34  121.3   1.0     7e-31  110.2   0.2   2.9   2   0   0   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8PG32|A0ACI8PG32_HUMAN -          RB_B                 PF01857.26   2.3e-33  118.3  10.3   1.1e-30  109.6   9.0   3.7   2   1   0   2   2   2   1 RB transcriptional corepressor 1 OS=Homo sapiens OX=9606 GN=RB1 PE=4 SV=1
tr|A0ACI8T8P3|A0ACI8T8P3_HUMAN -          RB_B                 PF01857.26   8.5e-33  116.4  12.3   1.2e-30  109.4   9.0   3.9   3   1   0   3   3   3   1 RB transcriptional corepressor 1 OS=Homo sapiens OX=9606 GN=RB1 PE=4 SV=1
tr|A0AAQ5BH24|A0AAQ5BH24_HUMAN -          RB_B                 PF01857.26   9.5e-33  116.3  13.1   1.1e-30  109.6   9.0   4.0   3   1   0   3   3   3   1 Retinoblastoma-associated protein OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=1
tr|A0AAQ5BH52|A0AAQ5BH52_HUMAN -          RB_B                 PF01857.26   9.9e-33  116.2  13.1     1e-30  109.7   9.0   3.9   3   1   0   3   3   3   1 Retinoblastoma-associated protein OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=1
tr|A0ACI8U643|A0ACI8U643_HUMAN -          RB_B                 PF01857.26   1.2e-32  115.9  13.1   1.2e-30  109.5   9.0   4.0   3   1   0   3   3   3   1 RB transcriptional corepressor 1 OS=Homo sapiens OX=9606 GN=RB1 PE=4 SV=1
tr|A0ACI8RJG1|A0ACI8RJG1_HUMAN -          RB_B                 PF01857.26   1.2e-32  115.9  13.1   1.2e-30  109.5   9.0   3.9   3   1   0   3   3   3   1 RB transcriptional corepressor 1 OS=Homo sapiens OX=9606 GN=RB1 PE=4 SV=1
sp|P06400|RB_HUMAN             -          RB_B                 PF01857.26   1.3e-32  115.9  13.1   1.2e-30  109.5   9.0   3.9   3   1   0   3   3   3   1 Retinoblastoma-associated protein OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=2
tr|Q59HH0|Q59HH0_HUMAN         -          RB_B                 PF01857.26   1.3e-32  115.8  13.2   1.2e-30  109.4   9.0   3.9   3   1   0   3   3   3   1 Retinoblastoma-associated protein (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1
tr|A0A3B3IS71|A0A3B3IS71_HUMAN -          RB_B                 PF01857.26   1.4e-32  115.8  13.1   1.2e-30  109.5   9.0   3.8   3   1   0   3   3   3   1 Retinoblastoma-associated protein OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=1
tr|A0ACI8UJP9|A0ACI8UJP9_HUMAN -          RB_B                 PF01857.26   1.7e-32  115.4   5.9   1.9e-29  105.6   3.5   3.0   2   0   0   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|A0ACI8R2Y1|A0ACI8R2Y1_HUMAN -          RB_B                 PF01857.26   2.4e-32  115.0   5.9   2.2e-29  105.4   3.5   2.9   2   0   0   2   2   2   2 RB transcriptional corepressor like 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=4 SV=1
tr|B4DTN0|B4DTN0_HUMAN         -          RB_B                 PF01857.26   8.4e-32  113.2  13.5   8.5e-30  106.7   9.4   4.0   3   1   0   3   3   3   1 Retinoblastoma-associated protein OS=Homo sapiens OX=9606 PE=2 SV=1
tr|B4DRB3|B4DRB3_HUMAN         -          RB_B                 PF01857.26   1.3e-31  112.6  11.8   9.6e-31  109.8   9.0   3.1   2   1   0   2   2   2   1 Retinoblastoma-associated protein OS=Homo sapiens OX=9606 PE=2 SV=1
tr|A0AAQ5BH01|A0AAQ5BH01_HUMAN -          RB_B                 PF01857.26   2.5e-18   69.5   8.0   9.4e-15   57.9   0.6   4.1   4   0   0   4   4   4   2 RB transcriptional corepressor 1 OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=1
tr|B1APE1|B1APE1_HUMAN         -          RB_B                 PF01857.26      0.19   14.8   0.1      0.27   14.3   0.1   1.2   1   0   0   1   1   1   0 Transcription initiation factor IIB (Fragment) OS=Homo sapiens OX=9606 GN=GTF2B PE=1 SV=1
tr|B1APE2|B1APE2_HUMAN         -          RB_B                 PF01857.26      0.19   14.8   0.1       0.3   14.2   0.1   1.3   1   0   0   1   1   1   0 Transcription initiation factor IIB (Fragment) OS=Homo sapiens OX=9606 GN=GTF2B PE=1 SV=1
sp|Q00403|TF2B_HUMAN           -          RB_B                 PF01857.26      0.25   14.4   0.2      0.54   13.3   0.1   1.5   2   0   0   2   2   1   0 Transcription initiation factor IIB OS=Homo sapiens OX=9606 GN=GTF2B PE=1 SV=1
tr|A0ACI8SHG5|A0ACI8SHG5_HUMAN -          RB_B                 PF01857.26      0.55   13.3   0.2       1.1   12.3   0.2   1.5   1   0   0   1   1   1   0 BRF1 general transcription factor IIIB subunit OS=Homo sapiens OX=9606 GN=BRF1 PE=4 SV=1
tr|A0ACI8SHG4|A0ACI8SHG4_HUMAN -          RB_B                 PF01857.26      0.64   13.1   0.2       1.3   12.1   0.2   1.4   1   0   0   1   1   1   0 BRF1 general transcription factor IIIB subunit OS=Homo sapiens OX=9606 GN=BRF1 PE=4 SV=1
tr|A0ACI8V0T9|A0ACI8V0T9_HUMAN -          RB_B                 PF01857.26      0.71   13.0   0.2       1.5   11.9   0.2   1.5   1   0   0   1   1   1   0 BRF1 general transcription factor IIIB subunit OS=Homo sapiens OX=9606 GN=BRF1 PE=4 SV=1
tr|A0ACI8SHH3|A0ACI8SHH3_HUMAN -          RB_B                 PF01857.26      0.79   12.8   0.2       1.7   11.7   0.2   1.5   1   0   0   1   1   1   0 BRF1 general transcription factor IIIB subunit OS=Homo sapiens OX=9606 GN=BRF1 PE=4 SV=1
tr|A0ACI8SHF9|A0ACI8SHF9_HUMAN -          RB_B                 PF01857.26      0.79   12.8   0.2       1.7   11.7   0.2   1.5   1   0   0   1   1   1   0 BRF1 general transcription factor IIIB subunit OS=Homo sapiens OX=9606 GN=BRF1 PE=4 SV=1
sp|Q92994|TF3B_HUMAN           -          RB_B                 PF01857.26      0.79   12.8   0.2       1.7   11.7   0.2   1.5   1   0   0   1   1   1   0 Transcription factor IIIB 90 kDa subunit OS=Homo sapiens OX=9606 GN=BRF1 PE=1 SV=1
tr|A0ACI8SHG3|A0ACI8SHG3_HUMAN -          RB_B                 PF01857.26      0.81   12.8   0.2       1.8   11.7   0.2   1.5   1   0   0   1   1   1   0 BRF1 general transcription factor IIIB subunit OS=Homo sapiens OX=9606 GN=BRF1 PE=4 SV=1
tr|A0ACI8SHF8|A0ACI8SHF8_HUMAN -          RB_B                 PF01857.26      0.88   12.7   0.2       1.8   11.6   0.2   1.5   1   0   0   1   1   1   0 BRF1 general transcription factor IIIB subunit OS=Homo sapiens OX=9606 GN=BRF1 PE=4 SV=1
tr|A0ACI8SHF6|A0ACI8SHF6_HUMAN -          RB_B                 PF01857.26       1.1   12.4   0.2       2.3   11.3   0.2   1.5   1   0   0   1   1   1   0 BRF1 general transcription factor IIIB subunit OS=Homo sapiens OX=9606 GN=BRF1 PE=4 SV=1
tr|A0ACI8SHH7|A0ACI8SHH7_HUMAN -          RB_B                 PF01857.26       1.2   12.2   0.2       2.6   11.1   0.2   1.5   1   0   0   1   1   1   0 BRF1 general transcription factor IIIB subunit OS=Homo sapiens OX=9606 GN=BRF1 PE=4 SV=1
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      pfam/RB_domains.hmm
# Target file:     9606.faa
# Option settings: hmmsearch --tblout hmmer_out/RB_domains_vs_9606.tab --cpu 4 pfam/RB_domains.hmm 9606.faa 
# Current dir:     /home/hp/rb1_project
# Date:            Fri Aug 28 16:32:08 2026
# [ok]
